,State,Year,Quarter,District,Registered_User
515,arunachal-pradesh,2019,2,upper subansiri district,2355
516,arunachal-pradesh,2019,2,tawang district,5908
517,arunachal-pradesh,2019,2,namsai district,3914
518,arunachal-pradesh,2019,3,lower subansiri district,2928
519,arunachal-pradesh,2019,3,tirap district,3099
520,arunachal-pradesh,2019,3,papum pare district,38845
521,arunachal-pradesh,2019,3,anjaw district,1358
522,arunachal-pradesh,2019,3,lower siang district,1689
523,arunachal-pradesh,2019,3,dibang valley district,271
524,arunachal-pradesh,2019,3,west kameng district,11186
525,arunachal-pradesh,2019,3,shi yomi district,239
526,arunachal-pradesh,2019,3,east kameng district,1304
527,arunachal-pradesh,2019,3,lohit district,6421
528,arunachal-pradesh,2019,3,lepa rada district,1064
529,arunachal-pradesh,2019,3,lower dibang valley district,3398
530,arunachal-pradesh,2019,3,longding district,1634
531,arunachal-pradesh,2019,3,west siang district,4101
532,arunachal-pradesh,2019,3,kamle district,258
533,arunachal-pradesh,2019,3,upper siang district,1486
534,arunachal-pradesh,2019,3,kurung kumey district,572
535,arunachal-pradesh,2019,3,siang district,948
536,arunachal-pradesh,2019,3,kra daadi district,524
537,arunachal-pradesh,2019,3,changlang district,8145
538,arunachal-pradesh,2019,3,pakke kessang district,244
539,arunachal-pradesh,2019,3,east siang district,8571
540,arunachal-pradesh,2019,3,upper subansiri district,2748
541,arunachal-pradesh,2019,3,tawang district,6553
542,arunachal-pradesh,2019,3,namsai district,4563
543,arunachal-pradesh,2019,4,lower subansiri district,3564
544,arunachal-pradesh,2019,4,tirap district,3605
545,arunachal-pradesh,2019,4,papum pare district,44746
546,arunachal-pradesh,2019,4,anjaw district,1564
547,arunachal-pradesh,2019,4,lower siang district,1921
548,arunachal-pradesh,2019,4,dibang valley district,289
549,arunachal-pradesh,2019,4,west kameng district,12562
550,arunachal-pradesh,2019,4,shi yomi district,266
551,arunachal-pradesh,2019,4,east kameng district,1623
552,arunachal-pradesh,2019,4,lohit district,7386
553,arunachal-pradesh,2019,4,lepa rada district,1263
554,arunachal-pradesh,2019,4,lower dibang valley district,3944
555,arunachal-pradesh,2019,4,longding district,1847
556,arunachal-pradesh,2019,4,west siang district,4773
557,arunachal-pradesh,2019,4,kamle district,323
558,arunachal-pradesh,2019,4,upper siang district,1804
559,arunachal-pradesh,2019,4,kurung kumey district,653
560,arunachal-pradesh,2019,4,siang district,1131
561,arunachal-pradesh,2019,4,kra daadi district,603
562,arunachal-pradesh,2019,4,changlang district,9662
563,arunachal-pradesh,2019,4,pakke kessang district,296
564,arunachal-pradesh,2019,4,east siang district,9859
565,arunachal-pradesh,2019,4,upper subansiri district,3144
566,arunachal-pradesh,2019,4,tawang district,7303
567,arunachal-pradesh,2019,4,namsai district,5190
568,arunachal-pradesh,2020,1,lower subansiri district,4351
569,arunachal-pradesh,2020,1,tirap district,4261
570,arunachal-pradesh,2020,1,papum pare district,51342
571,arunachal-pradesh,2020,1,anjaw district,1747
572,arunachal-pradesh,2020,1,lower siang district,2201
573,arunachal-pradesh,2020,1,dibang valley district,320
574,arunachal-pradesh,2020,1,west kameng district,13983
575,arunachal-pradesh,2020,1,shi yomi district,290
576,arunachal-pradesh,2020,1,east kameng district,1962
577,arunachal-pradesh,2020,1,lohit district,8454
578,arunachal-pradesh,2020,1,lepa rada district,1532
579,arunachal-pradesh,2020,1,lower dibang valley district,4650
580,arunachal-pradesh,2020,1,longding district,2201
581,arunachal-pradesh,2020,1,west siang district,5757
582,arunachal-pradesh,2020,1,kamle district,373
583,arunachal-pradesh,2020,1,upper siang district,2143
584,arunachal-pradesh,2020,1,kurung kumey district,725
585,arunachal-pradesh,2020,1,siang district,1390
586,arunachal-pradesh,2020,1,kra daadi district,701
587,arunachal-pradesh,2020,1,changlang district,11262
588,arunachal-pradesh,2020,1,pakke kessang district,371
589,arunachal-pradesh,2020,1,east siang district,11298
590,arunachal-pradesh,2020,1,upper subansiri district,3675
591,arunachal-pradesh,2020,1,tawang district,8048
592,arunachal-pradesh,2020,1,namsai district,6029
593,arunachal-pradesh,2020,2,lower subansiri district,5392
594,arunachal-pradesh,2020,2,tirap district,5239
595,arunachal-pradesh,2020,2,papum pare district,59968
596,arunachal-pradesh,2020,2,anjaw district,1961
597,arunachal-pradesh,2020,2,lower siang district,2644
598,arunachal-pradesh,2020,2,dibang valley district,367
599,arunachal-pradesh,2020,2,west kameng district,15766
600,arunachal-pradesh,2020,2,shi yomi district,320
601,arunachal-pradesh,2020,2,east kameng district,2506
602,arunachal-pradesh,2020,2,lohit district,10154
603,arunachal-pradesh,2020,2,lepa rada district,1890
604,arunachal-pradesh,2020,2,lower dibang valley district,5782
605,arunachal-pradesh,2020,2,longding district,2751
606,arunachal-pradesh,2020,2,west siang district,7239
607,arunachal-pradesh,2020,2,kamle district,509
608,arunachal-pradesh,2020,2,upper siang district,2552
609,arunachal-pradesh,2020,2,kurung kumey district,834
610,arunachal-pradesh,2020,2,siang district,1831
611,arunachal-pradesh,2020,2,kra daadi district,870
612,arunachal-pradesh,2020,2,changlang district,14036
613,arunachal-pradesh,2020,2,pakke kessang district,438
614,arunachal-pradesh,2020,2,east siang district,13601
615,arunachal-pradesh,2020,2,upper subansiri district,4465
616,arunachal-pradesh,2020,2,tawang district,8993
617,arunachal-pradesh,2020,2,namsai district,7426
618,arunachal-pradesh,2020,3,lower subansiri district,6456
619,arunachal-pradesh,2020,3,tirap district,6119
620,arunachal-pradesh,2020,3,papum pare district,69419
621,arunachal-pradesh,2020,3,anjaw district,2226
622,arunachal-pradesh,2020,3,lower siang district,2983
623,arunachal-pradesh,2020,3,dibang valley district,411
624,arunachal-pradesh,2020,3,west kameng district,17636
625,arunachal-pradesh,2020,3,shi yomi district,337
626,arunachal-pradesh,2020,3,east kameng district,3169
627,arunachal-pradesh,2020,3,lohit district,11755
628,arunachal-pradesh,2020,3,lepa rada district,2304
629,arunachal-pradesh,2020,3,lower dibang valley district,6799
630,arunachal-pradesh,2020,3,longding district,3277
631,arunachal-pradesh,2020,3,west siang district,8623
632,arunachal-pradesh,2020,3,kamle district,639
633,arunachal-pradesh,2020,3,upper siang district,3011
634,arunachal-pradesh,2020,3,kurung kumey district,1025
635,arunachal-pradesh,2020,3,siang district,2225
636,arunachal-pradesh,2020,3,kra daadi district,1026
637,arunachal-pradesh,2020,3,changlang district,16385
638,arunachal-pradesh,2020,3,pakke kessang district,508
639,arunachal-pradesh,2020,3,east siang district,15921
640,arunachal-pradesh,2020,3,upper subansiri district,5295
641,arunachal-pradesh,2020,3,tawang district,9944
642,arunachal-pradesh,2020,3,namsai district,8553
643,arunachal-pradesh,2020,4,lower subansiri district,7388
644,arunachal-pradesh,2020,4,tirap district,6805
645,arunachal-pradesh,2020,4,papum pare district,77936
646,arunachal-pradesh,2020,4,anjaw district,2485
647,arunachal-pradesh,2020,4,lower siang district,3320
648,arunachal-pradesh,2020,4,dibang valley district,444
649,arunachal-pradesh,2020,4,west kameng district,19464
650,arunachal-pradesh,2020,4,shi yomi district,370
651,arunachal-pradesh,2020,4,east kameng district,3638
652,arunachal-pradesh,2020,4,lohit district,13126
653,arunachal-pradesh,2020,4,lepa rada district,2735
654,arunachal-pradesh,2020,4,lower dibang valley district,7693
655,arunachal-pradesh,2020,4,longding district,3753
656,arunachal-pradesh,2020,4,west siang district,9911
657,arunachal-pradesh,2020,4,kamle district,745
658,arunachal-pradesh,2020,4,upper siang district,3497
659,arunachal-pradesh,2020,4,kurung kumey district,1173
660,arunachal-pradesh,2020,4,siang district,2635
661,arunachal-pradesh,2020,4,kra daadi district,1141
662,arunachal-pradesh,2020,4,changlang district,18203
663,arunachal-pradesh,2020,4,pakke kessang district,593
664,arunachal-pradesh,2020,4,east siang district,17822
665,arunachal-pradesh,2020,4,upper subansiri district,6069
666,arunachal-pradesh,2020,4,tawang district,10909
667,arunachal-pradesh,2020,4,namsai district,9437
668,arunachal-pradesh,2021,1,lower subansiri district,8044
669,arunachal-pradesh,2021,1,tirap district,7376
670,arunachal-pradesh,2021,1,papum pare district,84715
671,arunachal-pradesh,2021,1,anjaw district,2660
672,arunachal-pradesh,2021,1,lower siang district,3594
673,arunachal-pradesh,2021,1,dibang valley district,478
674,arunachal-pradesh,2021,1,west kameng district,21027
675,arunachal-pradesh,2021,1,shi yomi district,390
676,arunachal-pradesh,2021,1,east kameng district,3990
677,arunachal-pradesh,2021,1,lohit district,14231
678,arunachal-pradesh,2021,1,lepa rada district,3008
679,arunachal-pradesh,2021,1,lower dibang valley district,8402
680,arunachal-pradesh,2021,1,longding district,4117
681,arunachal-pradesh,2021,1,west siang district,10836
682,arunachal-pradesh,2021,1,kamle district,814
683,arunachal-pradesh,2021,1,upper siang district,3847
684,arunachal-pradesh,2021,1,kurung kumey district,1287
685,arunachal-pradesh,2021,1,siang district,2878
686,arunachal-pradesh,2021,1,kra daadi district,1244
687,arunachal-pradesh,2021,1,changlang district,19716
688,arunachal-pradesh,2021,1,pakke kessang district,647
689,arunachal-pradesh,2021,1,east siang district,19342
690,arunachal-pradesh,2021,1,upper subansiri district,6577
691,arunachal-pradesh,2021,1,tawang district,11778
692,arunachal-pradesh,2021,1,namsai district,10242
693,arunachal-pradesh,2021,2,lower subansiri district,8685
694,arunachal-pradesh,2021,2,tirap district,7955
695,arunachal-pradesh,2021,2,papum pare district,90871
696,arunachal-pradesh,2021,2,anjaw district,2866
697,arunachal-pradesh,2021,2,lower siang district,3872
698,arunachal-pradesh,2021,2,dibang valley district,516
699,arunachal-pradesh,2021,2,west kameng district,22625
700,arunachal-pradesh,2021,2,shi yomi district,430
701,arunachal-pradesh,2021,2,east kameng district,4314
702,arunachal-pradesh,2021,2,lohit district,15360
703,arunachal-pradesh,2021,2,lepa rada district,3249
704,arunachal-pradesh,2021,2,lower dibang valley district,9094
705,arunachal-pradesh,2021,2,longding district,4456
706,arunachal-pradesh,2021,2,west siang district,11657
707,arunachal-pradesh,2021,2,kamle district,883
708,arunachal-pradesh,2021,2,upper siang district,4145
709,arunachal-pradesh,2021,2,kurung kumey district,1398
710,arunachal-pradesh,2021,2,siang district,3116
711,arunachal-pradesh,2021,2,kra daadi district,1353
712,arunachal-pradesh,2021,2,changlang district,21404
713,arunachal-pradesh,2021,2,pakke kessang district,702
714,arunachal-pradesh,2021,2,east siang district,20817
715,arunachal-pradesh,2021,2,upper subansiri district,7057
716,arunachal-pradesh,2021,2,tawang district,12636
717,arunachal-pradesh,2021,2,namsai district,11111
718,arunachal-pradesh,2021,3,lower subansiri district,9451
719,arunachal-pradesh,2021,3,tirap district,8665
720,arunachal-pradesh,2021,3,papum pare district,97854
721,arunachal-pradesh,2021,3,anjaw district,3099
722,arunachal-pradesh,2021,3,lower siang district,4229
723,arunachal-pradesh,2021,3,dibang valley district,571
724,arunachal-pradesh,2021,3,west kameng district,24489
725,arunachal-pradesh,2021,3,shi yomi district,473
726,arunachal-pradesh,2021,3,east kameng district,4671
727,arunachal-pradesh,2021,3,lohit district,16680
728,arunachal-pradesh,2021,3,lepa rada district,3527
729,arunachal-pradesh,2021,3,lower dibang valley district,9920
730,arunachal-pradesh,2021,3,longding district,4890
731,arunachal-pradesh,2021,3,west siang district,12616
732,arunachal-pradesh,2021,3,kamle district,974
733,arunachal-pradesh,2021,3,upper siang district,4506
734,arunachal-pradesh,2021,3,kurung kumey district,1509
735,arunachal-pradesh,2021,3,siang district,3396
736,arunachal-pradesh,2021,3,kra daadi district,1475
737,arunachal-pradesh,2021,3,changlang district,23328
738,arunachal-pradesh,2021,3,pakke kessang district,770
739,arunachal-pradesh,2021,3,east siang district,22538
740,arunachal-pradesh,2021,3,upper subansiri district,7652
741,arunachal-pradesh,2021,3,tawang district,13650
742,arunachal-pradesh,2021,3,namsai district,12140
743,arunachal-pradesh,2021,4,lower subansiri district,10187
744,arunachal-pradesh,2021,4,tirap district,9331
745,arunachal-pradesh,2021,4,papum pare district,104806
746,arunachal-pradesh,2021,4,anjaw district,3342
747,arunachal-pradesh,2021,4,lower siang district,4550
748,arunachal-pradesh,2021,4,dibang valley district,621
749,arunachal-pradesh,2021,4,west kameng district,26237
750,arunachal-pradesh,2021,4,shi yomi district,498
751,arunachal-pradesh,2021,4,east kameng district,5027
752,arunachal-pradesh,2021,4,lohit district,17980
753,arunachal-pradesh,2021,4,lepa rada district,3810
754,arunachal-pradesh,2021,4,lower dibang valley district,10679
755,arunachal-pradesh,2021,4,longding district,5345
756,arunachal-pradesh,2021,4,west siang district,13555
757,arunachal-pradesh,2021,4,kamle district,1069
758,arunachal-pradesh,2021,4,upper siang district,4850
759,arunachal-pradesh,2021,4,kurung kumey district,1633
760,arunachal-pradesh,2021,4,siang district,3675
761,arunachal-pradesh,2021,4,kra daadi district,1593
762,arunachal-pradesh,2021,4,changlang district,25155
763,arunachal-pradesh,2021,4,pakke kessang district,835
764,arunachal-pradesh,2021,4,east siang district,24208
765,arunachal-pradesh,2021,4,upper subansiri district,8201
766,arunachal-pradesh,2021,4,tawang district,14665
767,arunachal-pradesh,2021,4,namsai district,13092
768,arunachal-pradesh,2022,1,lower subansiri district,10854
769,arunachal-pradesh,2022,1,tirap district,9972
770,arunachal-pradesh,2022,1,papum pare district,111271
771,arunachal-pradesh,2022,1,anjaw district,3560
772,arunachal-pradesh,2022,1,lower siang district,4882
773,arunachal-pradesh,2022,1,dibang valley district,656
774,arunachal-pradesh,2022,1,west kameng district,27860
775,arunachal-pradesh,2022,1,shi yomi district,540
776,arunachal-pradesh,2022,1,east kameng district,5355
777,arunachal-pradesh,2022,1,lohit district,19214
778,arunachal-pradesh,2022,1,lepa rada district,4049
779,arunachal-pradesh,2022,1,lower dibang valley district,11401
780,arunachal-pradesh,2022,1,longding district,5700
781,arunachal-pradesh,2022,1,west siang district,14420
782,arunachal-pradesh,2022,1,kamle district,1144
783,arunachal-pradesh,2022,1,upper siang district,5146
784,arunachal-pradesh,2022,1,kurung kumey district,1744
785,arunachal-pradesh,2022,1,siang district,3942
786,arunachal-pradesh,2022,1,kra daadi district,1701
787,arunachal-pradesh,2022,1,changlang district,26904
788,arunachal-pradesh,2022,1,pakke kessang district,887
789,arunachal-pradesh,2022,1,east siang district,25763
790,arunachal-pradesh,2022,1,upper subansiri district,8731
791,arunachal-pradesh,2022,1,tawang district,15589
792,arunachal-pradesh,2022,1,namsai district,14054
793,arunachal-pradesh,2022,2,lower subansiri district,11479
794,arunachal-pradesh,2022,2,tirap district,10538
795,arunachal-pradesh,2022,2,papum pare district,117568
796,arunachal-pradesh,2022,2,anjaw district,3769
797,arunachal-pradesh,2022,2,lower siang district,5161
798,arunachal-pradesh,2022,2,dibang valley district,701
799,arunachal-pradesh,2022,2,west kameng district,29424
800,arunachal-pradesh,2022,2,shi yomi district,575
801,arunachal-pradesh,2022,2,east kameng district,5680
802,arunachal-pradesh,2022,2,lohit district,20325
803,arunachal-pradesh,2022,2,lepa rada district,4265
804,arunachal-pradesh,2022,2,lower dibang valley district,12040
805,arunachal-pradesh,2022,2,longding district,6034
806,arunachal-pradesh,2022,2,west siang district,15231
807,arunachal-pradesh,2022,2,kamle district,1210
808,arunachal-pradesh,2022,2,upper siang district,5440
809,arunachal-pradesh,2022,2,kurung kumey district,1854
810,arunachal-pradesh,2022,2,siang district,4160
811,arunachal-pradesh,2022,2,kra daadi district,1797
812,arunachal-pradesh,2022,2,changlang district,28495
